         187   18.6934681            -Infinity
         188   18.7939701            -Infinity
         189   18.8944721            -Infinity
         190   18.9949760            -Infinity
         191   19.0954762            -Infinity
         192   19.1959801            -Infinity
         193   19.2964821            -Infinity
         194   19.3969841            -Infinity
         195   19.4974880            -Infinity
         196   19.5979900            -Infinity
         197   19.6984921            -Infinity
         198   19.7989960            -Infinity
         199   19.8994980            -Infinity
         200   20.0000000            -Infinity
